RawKind,vegan,lactoVeg,ovoVeg,lactoOvoVeg,pescoVeg,polloVeg
검은콩보리밥,0,0,0,0,0,0
로커스콩검,0,0,0,0,0,0
강낭콩설기,0,0,0,0,0,0
콩코드포도과즙으로,0,0,0,0,0,0
그린콩씨,0,0,0,0,0,0
리마콩,0,0,0,0,0,0
이집트콩,0,0,0,0,0,0
볶은콩초코코팅,0,0,0,0,0,0
콩단백,0,0,0,0,0,0
베베콩고기,0,0,0,0,0,0
검은콩추출농축액,0,0,0,0,0,0
볶음땅콩분태,0,0,0,0,0,0
볶은검은콩분말,0,0,0,0,0,0
식물성콩발효액,0,0,0,0,0,0
볶은검정콩가루,0,0,0,0,0,0
땅콩크림,0,0,0,0,0,0
땅콩버터,0,0,0,0,0,0
땅콩분태,0,0,0,0,0,0
땅콩알갱이,0,0,0,0,0,0
땅콩전지분,0,0,0,0,0,0
볶음콩분말,0,0,0,0,0,0
볶음콩가루분말,0,0,0,0,0,0
콩나물장국분,0,0,0,0,0,0
완두콩플레이크,0,0,0,0,0,0
꿀땅콩,0,0,0,0,0,0
발아강낭콩,0,0,0,0,0,0
발효렌틸콩볶음분말,0,0,0,0,0,0
볶음콩베이스,0,0,0,0,0,0
강낭콩배기,0,0,0,0,0,0
콩나물엑기스,0,0,0,0,0,0
국산콩생나또,0,0,0,0,0,0
천연땅콩향,0,0,0,0,0,0
로스트콩검,0,0,0,0,0,0
찹쌀땅콩,0,0,0,0,0,0
콩국물,0,0,0,0,0,0
입힘땅콩,0,0,0,0,0,0
렌틸콩,0,0,0,0,0,0
콩단백발효액,0,0,0,0,0,0
땅콩밀키,0,0,0,0,0,0
울타리콩,0,0,0,0,0,0
콩메주,0,0,0,0,0,0
당코팅땅콩조각,0,0,0,0,0,0
검정약콩,0,0,0,0,0,0
땅콩페이스트,0,0,0,0,0,0
검정콩분말,0,0,0,0,0,0
커피땅콩,0,0,0,0,0,0
유기농콩코드포도농축액,0,0,0,0,0,0
렌틸콩볶음분말,0,0,0,0,0,0
국산약콩,0,0,0,0,0,0
풋콩,0,0,0,0,0,0
동부콩,0,0,0,0,0,0
콩분말,0,0,0,0,0,0
날콩,0,0,0,0,0,0
국산콩발효액,0,0,0,0,0,0
두부,0,0,0,0,0,0
두부코코넛가츠,0,0,0,0,0,0
리얼탱탱두부,0,0,0,0,0,0
마파두부소스,0,0,0,0,0,0
진두부순대양념,0,0,0,0,0,0
가공두부,0,0,0,0,0,0
담백한두부덮밥,0,0,0,0,0,0
두부카츠,0,0,0,0,0,0
동결건조두부,0,0,0,0,0,0
두부코코넛치킨까스,0,0,0,0,0,0
두부적네모떡갈비,0,0,0,0,0,0
햇살콩국산두부,0,0,0,0,0,0
두부판자넬라샐러드믹스,0,0,0,0,0,0
두부응고제,0,0,0,0,0,0
동결건조두부디이스,0,0,0,0,0,0
순두부,0,0,0,0,0,0
연두부,0,0,0,0,0,0
두부코코넛돈까스,0,0,0,0,0,0
건조조미유부,0,0,0,0,0,0
조미유부,0,0,0,0,0,0
건조조미유부,0,0,0,0,0,0
유부초밥조미볶음,0,0,0,0,0,0
유부,0,0,0,0,0,0
고단백건조유부,0,0,0,0,0,0
유부조미액,0,0,0,0,0,0
유부조미액베이스,0,0,0,0,0,0
조미유부,0,0,0,0,0,0
갈비본살,1,1,1,1,1,1
돼지고기목살,1,1,1,1,1,1
돼지고기,1,1,1,1,1,1
돼지고기등심,1,1,1,1,1,1
돼지고기용양념소스,1,1,1,1,1,1
돼지고기뒷다리,1,1,1,1,1,1
무항생제돼지고기,1,1,1,1,1,1
돼지고기안심,1,1,1,1,1,1
제주산흑돼지고기,1,1,1,1,1,1
다진돼지고기,1,1,1,1,1,1
돼지고기목뼈,1,1,1,1,1,1
수입냉동돼지고기,1,1,1,1,1,1
냉동돼지고기,1,1,1,1,1,1
돼지고기지방,1,1,1,1,1,1
국산돼지고기,1,1,1,1,1,1
돼지고기삼겹살,1,1,1,1,1,1
돼지고기베이스,1,1,1,1,1,1
돼지고기정육,1,1,1,1,1,1
유기농돼지고기,1,1,1,1,1,1
돼지고기갈비살,1,1,1,1,1,1
돼지불고기,1,1,1,1,1,1
돼지목심살,1,1,1,1,1,1
돼지고기목살,1,1,1,1,1,1
소들녘돼지양념소스,1,1,1,1,1,1
돼지감자과즙농축액,1,1,1,1,1,1
돼지고기,1,1,1,1,1,1
돼지곱창,1,1,1,1,1,1
돼지고기등심,1,1,1,1,1,1
돼지갈매기살,1,1,1,1,1,1
돼지삼겹,1,1,1,1,1,1
돼지고기용양념소스,1,1,1,1,1,1
돼지정육,1,1,1,1,1,1
돼지고기뒷다리,1,1,1,1,1,1
돼지머리고기,1,1,1,1,1,1
흑돼지,1,1,1,1,1,1
돼지껍데기,1,1,1,1,1,1
양념돼지불고기,1,1,1,1,1,1
삶은돼지곱창,1,1,1,1,1,1
무항생제돼지고기,1,1,1,1,1,1
돼지등뼈추출물,1,1,1,1,1,1
돼지갈비양념장,1,1,1,1,1,1
돼지소창,1,1,1,1,1,1
돼지고기안심,1,1,1,1,1,1
삶은돼지막창,1,1,1,1,1,1
흑돼지구이용,1,1,1,1,1,1
돼지지육,1,1,1,1,1,1
양념소스돼지장,1,1,1,1,1,1
돼지갈비,1,1,1,1,1,1
돼지장족,1,1,1,1,1,1
유기농돼지감자농축액,1,1,1,1,1,1
제주산흑돼지고기,1,1,1,1,1,1
돼지지방,1,1,1,1,1,1
돼지,1,1,1,1,1,1
다진돼지고기,1,1,1,1,1,1
돼지갈비살,1,1,1,1,1,1
돼지앞다리,1,1,1,1,1,1
돼지감자분말,1,1,1,1,1,1
돼지고기목뼈,1,1,1,1,1,1
돼지감자농축액,1,1,1,1,1,1
돼지간,1,1,1,1,1,1
돼지오돌뼈,1,1,1,1,1,1
돼지등갈비,1,1,1,1,1,1
돼지소장,1,1,1,1,1,1
수입냉동돼지고기,1,1,1,1,1,1
돼지족,1,1,1,1,1,1
돼지족발,1,1,1,1,1,1
냉동돼지고기,1,1,1,1,1,1
돼지껍질,1,1,1,1,1,1
돼지뼈추출물,1,1,1,1,1,1
돼지갈비양념,1,1,1,1,1,1
꿀맛돼지갈비장,1,1,1,1,1,1
돼지목살,1,1,1,1,1,1
다진돼지고긱,1,1,1,1,1,1
돼지등뼈,1,1,1,1,1,1
돼지뼈,1,1,1,1,1,1
돼지선지,1,1,1,1,1,1
돼지고기지방,1,1,1,1,1,1
돼지삼겹살,1,1,1,1,1,1
허브돼지막창,1,1,1,1,1,1
돼지불고기양념,1,1,1,1,1,1
돼지뒷다리,1,1,1,1,1,1
국산돼지고기,1,1,1,1,1,1
돼지고기삼겹살,1,1,1,1,1,1
돼지고기베이스,1,1,1,1,1,1
돼지고기정육,1,1,1,1,1,1
돼지전지,1,1,1,1,1,1
돼지사태,1,1,1,1,1,1
돼지감자,1,1,1,1,1,1
돼지안심살,1,1,1,1,1,1
유기농돼지고기,1,1,1,1,1,1
돼지등심,1,1,1,1,1,1
돼지막창,1,1,1,1,1,1
돼지고기갈비살,1,1,1,1,1,1
돼지뒷다리살,1,1,1,1,1,1
제주돼지갈릭구이,1,1,1,1,1,1
땅콩함유,0,0,0,0,0,0
꿀탕콩,0,0,0,0,0,0
땅콩함유,0,0,0,0,0,0
땅콩볶음분,0,0,0,0,0,0
배합땅콩,0,0,0,0,0,0
땅콩향,0,0,0,0,0,0
튀김땅콩,0,0,0,0,0,0
볶음분태땅콩,0,0,0,0,0,0
땅콩가공분,0,0,0,0,0,0
볶음알땅콩,0,0,0,0,0,0
땅콩코팅분태,0,0,0,0,0,0
땅콩유,0,0,0,0,0,0
스키피땅콩버터,0,0,0,0,0,0
땅콩가루,0,0,0,0,0,0
구운땅콩,0,0,0,0,0,0
땅콩버터향,0,0,0,0,0,0
초코땅콩,0,0,0,0,0,0
하이올레익볶음땅콩,0,0,0,0,0,0
땅콩계란,0,0,0,0,0,0
초코크림땅콩분말,0,0,0,0,0,0
가염땅콩페이스트,0,0,0,0,0,0
땅콩강정,0,0,0,0,0,0
크리미땅콩버터,0,0,0,0,0,0
알땅콩,0,0,0,0,0,0
볶음땅콩,0,0,0,0,0,0
땅콩오일,0,0,0,0,0,0
땅콩,0,0,0,0,0,0
땅콩볶음분,0,0,0,0,0,0
볶음땅콩분말,0,0,0,0,0,0
땅콩혼합분말,0,0,0,0,0,0
땅콩또는견과류가공품,0,0,0,0,0,0
코팅땅콩반태,0,0,0,0,0,0
땅콩소보루,0,0,0,0,0,0
배합땅콩버터,0,0,0,0,0,0
땅콩분,0,0,0,0,0,0
땅콩전지,0,0,0,0,0,0
땅콩맛크림,0,0,0,0,0,0
새우땅콩볼,0,0,0,0,0,0
땅콩분말,0,0,0,0,0,0
율무땅콩,0,0,0,0,0,0
커피땅콩분태,0,0,0,0,0,0
땅콩함유,0,0,0,0,0,0
볶음땅콩반태,0,0,0,0,0,0
탈지땅콩분말,0,0,0,0,0,0
땅콩반태,0,0,0,0,0,0
스키피땅콩버터크리미,0,0,0,0,0,0
볶음땅콩분태,0,0,0,0,0,0
땅콩크림,0,0,0,0,0,0
땅콩버터,0,0,0,0,0,0
땅콩분태,0,0,0,0,0,0
땅콩알갱이,0,0,0,0,0,0
땅콩전지분,0,0,0,0,0,0
꿀땅콩,0,0,0,0,0,0
천연땅콩향,0,0,0,0,0,0
찹쌀땅콩,0,0,0,0,0,0
입힘땅콩,0,0,0,0,0,0
땅콩밀키,0,0,0,0,0,0
당코팅땅콩조각,0,0,0,0,0,0
땅콩페이스트,0,0,0,0,0,0
커피땅콩,0,0,0,0,0,0
카라멜코팅아몬드,0,0,0,0,0,0
후렌치후라이드아몬드,0,0,0,0,0,0
코팅아몬드,0,0,0,0,0,0
벚꽃향가득아몬드,0,0,0,0,0,0
볶음슬라이스아몬드,0,0,0,0,0,0
치즈유산균아몬드,0,0,0,0,0,0
버터갈릭맛아몬드,0,0,0,0,0,0
볶음아몬드분태,0,0,0,0,0,0
아몬드향,0,0,0,0,0,0
아몬드볼에이,0,0,0,0,0,0
볶음아몬드,0,0,0,0,0,0
흑미아몬드강정,0,0,0,0,0,0
허니버터아몬드,0,0,0,0,0,0
아몬드크림,0,0,0,0,0,0
아몬드파우더,0,0,0,0,0,0
허니버터아몬드분태,0,0,0,0,0,0
드라이아몬드,0,0,0,0,0,0
아몬드슬라이스,0,0,0,0,0,0
아몬드플레이크,0,0,0,0,0,0
아몬드,0,0,0,0,0,0
아몬드가루,0,0,0,0,0,0
백미아몬드컵샐러드,0,0,0,0,0,0
구운아몬드,0,0,0,0,0,0
떡볶이맛아몬드,0,0,0,0,0,0
통아몬드,0,0,0,0,0,0
당코팅아몬드분태,0,0,0,0,0,0
아몬드향분말,0,0,0,0,0,0
볶음아몬드완태,0,0,0,0,0,0
유기농슬라이스아몬드,0,0,0,0,0,0
아몬드분말,0,0,0,0,0,0
아몬드페이스,0,0,0,0,0,0
아몬드페이스트,0,0,0,0,0,0
볶은아몬드,0,0,0,0,0,0
현미아몬드,0,0,0,0,0,0
아몬드향베이스,0,0,0,0,0,0
고구마아몬드용시즈닝,0,0,0,0,0,0
아몬드코팅분태,0,0,0,0,0,0
아몬드액,0,0,0,0,0,0
아몬드프랄린,0,0,0,0,0,0
슬라이스아몬드,0,0,0,0,0,0
콩고물아몬드,0,0,0,0,0,0
아몬드분태,0,0,0,0,0,0
백아몬드분말,0,0,0,0,0,0
아몬드크랜베리혼합분태,0,0,0,0,0,0
아몬드알갱이,0,0,0,0,0,0
구운아몬드분태,0,0,0,0,0,0
아몬드초코볼,0,0,0,0,0,0
천연아몬드향,0,0,0,0,0,0
아몬드분,0,0,0,0,0,0
아몬드유,0,0,0,0,0,0
볶음아몬드분말,0,0,0,0,0,0
콘소메맛아몬드,0,0,0,0,0,0
당코팅아몬드,0,0,0,0,0,0
피칸,0,0,0,0,0,0
구운피칸,0,0,0,0,0,0
허니버터피칸,0,0,0,0,0,0
제일제면소혼합메밀가루,0,0,0,0,0,0
메밀가루,0,0,0,0,0,0
볶음메밀가루,0,0,0,0,0,0
혼합메밀가루,0,0,0,0,0,0
메밀가루프리믹스,0,0,0,0,0,0
볶은메밀가루,0,0,0,0,0,0
메밀가루혼합분말,0,0,0,0,0,0
통메밀,0,0,0,0,0,0
가쓰오부시맛메밀스프,0,0,0,0,0,0
알파메밀분,0,0,0,0,0,0
제일제면소혼합메밀가루,0,0,0,0,0,0
자맛메밀막국수건더기,0,0,0,0,0,0
자맛메밀냉소바액상스프,0,0,0,0,0,0
메밀가루,0,0,0,0,0,0
메밀생면용건더기,0,0,0,0,0,0
자맛메밀냉소바건더기,0,0,0,0,0,0
볶음메밀가루,0,0,0,0,0,0
메밀쌀,0,0,0,0,0,0
볶음메밀분말,0,0,0,0,0,0
혼합메밀가루,0,0,0,0,0,0
타타리메밀,0,0,0,0,0,0
프리믹스메밀,0,0,0,0,0,0
메밀가루프리믹스,0,0,0,0,0,0
자맛황태메밀막국수건더기,0,0,0,0,0,0
자맛메밀막국수액상스프,0,0,0,0,0,0
볶은달단메밀,0,0,0,0,0,0
볶은메밀가루,0,0,0,0,0,0
메밀가루혼합분말,0,0,0,0,0,0
메밀,0,0,0,0,0,0
볶음메밀분,0,0,0,0,0,0
가공밀가루,0,0,0,0,0,0
강력밀가루,0,0,0,0,0,0
건조당밀,0,0,0,0,0,0
건조분말당밀,0,0,0,0,0,0
고운통밀가루,0,0,0,0,0,0
고추장볶음분말,0,0,0,0,0,0
국내산밀,0,0,0,0,0,0
그라함밀,0,0,0,0,0,0
기타밀가루,0,0,0,0,0,0
낙우밀,0,0,0,0,0,0
녹차밀,0,0,0,0,0,0
당밀,0,0,0,0,0,0
당밀분말,0,0,0,0,0,0
당밀시럼,0,0,0,0,0,0
당밀시럽,0,0,0,0,0,0
대두볶음분말,0,0,0,0,0,0
데일리밀키,0,0,0,0,0,0
동충하초밀리타리스,0,0,0,0,0,0
듀럼밀,0,0,0,0,0,0
딸기밀,0,0,0,0,0,0
땅콩밀키,0,0,0,0,0,0
떡볶이떡,0,0,0,0,0,0
락토밀,0,0,0,0,0,0
렌틸콩볶음분말,0,0,0,0,0,0
로만밀베이커스믹스,0,0,0,0,0,0
리치밀감자전분가공품,0,0,0,0,0,0
말랑밀떡볶이떡,0,0,0,0,0,0
말토게닉아밀라아제,0,0,0,0,0,0
맥아호밀가루,0,0,0,0,0,0
멀티밀레감자전분,0,0,0,0,0,0
무농약밀가루,0,0,0,0,0,0
무농약백밀가루,0,0,0,0,0,0
무농약우리밀,0,0,0,0,0,0
무농약우리밀백밀가루,0,0,0,0,0,0
무농약우리밀빵가루,0,0,0,0,0,0
밀,0,0,0,0,0,0
밀가,0,0,0,0,0,0
밀가루,0,0,0,0,0,0
밀가루풀,0,0,0,0,0,0
밀가류,0,0,0,0,0,0
밀감,0,0,0,0,0,0
밀감꿀,0,0,0,0,0,0
밀감농축액,0,0,0,0,0,0
밀글루텐,0,0,0,0,0,0
밀납,0,0,0,0,0,0
밀단백,0,0,0,0,0,0
밀단백농축분말,0,0,0,0,0,0
밀단백분말,0,0,0,0,0,0
밀단백질,0,0,0,0,0,0
밀단백추출물,0,0,0,0,0,0
밀락골드,0,0,0,0,0,0
밀리타리스동충하초,0,0,0,0,0,0
밀리터리스,0,0,0,0,0,0
밀발효물,0,0,0,0,0,0
밀백소맥뻥,0,0,0,0,0,0
밀분해농축액,0,0,0,0,0,0
밀분해액,0,0,0,0,0,0
밀분해추출물,0,0,0,0,0,0
밀분해추출물에이,0,0,0,0,0,0
밀브랜,0,0,0,0,0,0
밀블랜,0,0,0,0,0,0
밀새싹,0,0,0,0,0,0
밀순분말,0,0,0,0,0,0
밀시럽,0,0,0,0,0,0
밀식이섬유,0,0,0,0,0,0
밀싹,0,0,0,0,0,0
밀쌀,0,0,0,0,0,0
밀쌀가루,0,0,0,0,0,0
밀쌀분,0,0,0,0,0,0
밀전분,0,0,0,0,0,0
밀제조전분,0,0,0,0,0,0
밀조제전분,0,0,0,0,0,0
밀추출물,0,0,0,0,0,0
밀플레이크,0,0,0,0,0,0
밀함유,0,0,0,0,0,0
밀함유식품,0,0,0,0,0,0
밀현미,0,0,0,0,0,0
밀황소맥뻥,0,0,0,0,0,0
박력밀가루,0,0,0,0,0,0
발아밀가루,0,0,0,0,0,0
발아밀분말,0,0,0,0,0,0
발아통밀,0,0,0,0,0,0
발아통밀가루,0,0,0,0,0,0
발효렌틸콩볶음분말,0,0,0,0,0,0
복분자밀,0,0,0,0,0,0
볶은밀,0,0,0,0,0,0
볶은통밀분말,0,0,0,0,0,0
볶음밀,0,0,0,0,0,0
비프볶음분말,0,0,0,0,0,0
세전당밀,0,0,0,0,0,0
소밀,0,0,0,0,0,0
스위트밀키시즈닝,0,0,0,0,0,0
쌀떡볶이떡,0,0,0,0,0,0
아마밀,0,0,0,0,0,0
아밀라아제,0,0,0,0,0,0
아파아밀라아제,0,0,0,0,0,0
알파밀가루,0,0,0,0,0,0
알파밀쌀가루,0,0,0,0,0,0
알파아밀라아제,0,0,0,0,0,0
알파아밀라제,0,0,0,0,0,0
알파아밀레아제,0,0,0,0,0,0
알파아밀아아제,0,0,0,0,0,0
야채볶음분말,0,0,0,0,0,0
양파비프볶음분말,0,0,0,0,0,0
영양강화밀가루,0,0,0,0,0,0
오트밀,0,0,0,0,0,0
오트밀분말,0,0,0,0,0,0
오트밀현미분말,0,0,0,0,0,0
온주밀감,0,0,0,0,0,0
우거지밀링,0,0,0,0,0,0
우리밀,0,0,0,0,0,0
우리밀가루,0,0,0,0,0,0
우리밀간장,0,0,0,0,0,0
우리밀고추장,0,0,0,0,0,0
우리밀구운빵가루,0,0,0,0,0,0
우리밀밀가루,0,0,0,0,0,0
우리밀발아통밀가루,0,0,0,0,0,0
우리밀백밀가루,0,0,0,0,0,0
우리밀빵가루,0,0,0,0,0,0
우리밀진간장,0,0,0,0,0,0
우리밀춘장,0,0,0,0,0,0
우리밀통밀가루,0,0,0,0,0,0
우리밀튀김가루,0,0,0,0,0,0
우리백밀가루,0,0,0,0,0,0
유기농밀,0,0,0,0,0,0
유기농밀가루,0,0,0,0,0,0
유기농통밀가루,0,0,0,0,0,0
유기밀가루,0,0,0,0,0,0
유장밀,0,0,0,0,0,0
이소밀토올리고당,0,0,0,0,0,0
이소아밀부틸레이트,0,0,0,0,0,0
이소아밀이소발러레이트,0,0,0,0,0,0
전립밀가루,0,0,0,0,0,0
전지밀,0,0,0,0,0,0
절임고추볶음분말,0,0,0,0,0,0
제육볶음분말,0,0,0,0,0,0
조미밀단백,0,0,0,0,0,0
조미소고기볶음분말,0,0,0,0,0,0
중력밀가루,0,0,0,0,0,0
중앙전지밀,0,0,0,0,0,0
중화풍볶음분말,0,0,0,0,0,0
짜장볶음분말,0,0,0,0,0,0
찐밀쌀가루,0,0,0,0,0,0
치즈밀떡,0,0,0,0,0,0
콘밀,0,0,0,0,0,0
크리밀,0,0,0,0,0,0
탈지밀,0,0,0,0,0,0
통밀,0,0,0,0,0,0
통밀가루,0,0,0,0,0,0
통밀가루강력,0,0,0,0,0,0
통밀분,0,0,0,0,0,0
통밀분말,0,0,0,0,0,0
통밀식빵,0,0,0,0,0,0
통밀플레이크,0,0,0,0,0,0
통밀후레이크씨리얼,0,0,0,0,0,0
통호밀,0,0,0,0,0,0
통호밀플레이크,0,0,0,0,0,0
팽화밀가루,0,0,0,0,0,0
표고버섯볶음분말,0,0,0,0,0,0
푸르밀유크림,0,0,0,0,0,0
피프본밀,0,0,0,0,0,0
한입떡볶이떡,0,0,0,0,0,0
호밀,0,0,0,0,0,0
호밀가루,0,0,0,0,0,0
호밀농축액,0,0,0,0,0,0
호밀발효종,0,0,0,0,0,0
호밀분,0,0,0,0,0,0
호밀분말,0,0,0,0,0,0
호밀식이섬유,0,0,0,0,0,0
호밀플레이크,0,0,0,0,0,0
혼합제제밀가루,0,0,0,0,0,0
활성밀글루텐,0,0,0,0,0,0
활성밀글루텐유화제,0,0,0,0,0,0
후레쉬밀키메스,0,0,0,0,0,0
후레쉬밀키에스,0,0,0,0,0,0
흑미볶음분말,0,0,0,0,0,0
알파소맥분,0,0,0,0,0,0
알파소맥,0,0,0,0,0,0
알파소맥전분,0,0,0,0,0,0
볶음조미소맥분,0,0,0,0,0,0
가공소맥분,0,0,0,0,0,0
알파소맥분,0,0,0,0,0,0
소맥분말,0,0,0,0,0,0
소맥분,0,0,0,0,0,0
듀럼세몰리나소맥분,0,0,0,0,0,0
소맥효소처리스테비아,0,0,0,0,0,0
소맥단백,0,0,0,0,0,0
볶음조미소맥분,0,0,0,0,0,0
밀백소맥뻥,0,0,0,0,0,0
혼합소맥전분,0,0,0,0,0,0
가공소맥분,0,0,0,0,0,0
알파소맥분,0,0,0,0,0,0
소맥전분,0,0,0,0,0,0
활성소맥글루텐,0,0,0,0,0,0
소맥,0,0,0,0,0,0
소맥분말,0,0,0,0,0,0
소맥배아및호분층,0,0,0,0,0,0
유기농소맥,0,0,0,0,0,0
소맥주정,0,0,0,0,0,0
밀황소맥뻥,0,0,0,0,0,0
소맥분,0,0,0,0,0,0
듀럼세몰리나소맥분,0,0,0,0,0,0
아파소맥,0,0,0,0,0,0
소맥글루텐,0,0,0,0,0,0
소맥미국산,0,0,0,0,0,0
알파소맥,0,0,0,0,0,0
알파소맥전분,0,0,0,0,0,0
복훙아,0,0,0,0,0,0
복숭아함유,0,0,0,0,0,0
복숭아홍차분말,0,0,0,0,0,0
복숭아과즙분말,0,0,0,0,0,0
복숭아시럽,0,0,0,0,0,0
복숭아,0,0,0,0,0,0
복숭아농축과즙,0,0,0,0,0,0
복숭아분말향,0,0,0,0,0,0
복숭아청징농축과즙,0,0,0,0,0,0
복숭아농축과즙분말,0,0,0,0,0,0
복숭아향,0,0,0,0,0,0
복숭아향분말,0,0,0,0,0,0
복숭아농축퓨레,0,0,0,0,0,0
복숭아과즙농축액,0,0,0,0,0,0
복숭아다이스,0,0,0,0,0,0
천연복숭아향,0,0,0,0,0,0
복숭아파인애플시럽,0,0,0,0,0,0
복숭아농츱과즙,0,0,0,0,0,0
복숭아농축과즙액,0,0,0,0,0,0
복숭아농축과즈,0,0,0,0,0,0
복숭아퓨레시럽,0,0,0,0,0,0
복숭아청징농축액,0,0,0,0,0,0
복숭아퓨레다이스,0,0,0,0,0,0
복숭아엑기스분말,0,0,0,0,0,0
복숭아다이스시럽,0,0,0,0,0,0
복숭아과즙으로,0,0,0,0,0,0
복숭아크림,0,0,0,0,0,0
복숭아농축액,0,0,0,0,0,0
복숭아액키스,0,0,0,0,0,0
복숭아퓨레,0,0,0,0,0,0
복숭아젬,0,0,0,0,0,0
복숭아홍차혼합분말,0,0,0,0,0,0
복숭아과즙,0,0,0,0,0,0
새우함유,1,1,1,1,0,0
새우함유,1,1,1,1,0,0
새우추출물,1,1,1,1,0,0
새우추출물분말,1,1,1,1,0,0
새우엑기스,1,1,1,1,0,0
새우엑기스분말,1,1,1,1,0,0
꽃새우엑기스,1,1,1,1,0,0
새우엑기스분말엔엠,1,1,1,1,0,0
진한새우엑기스,1,1,1,1,0,0
건새우분말,1,1,1,1,0,0
농축새우분말,1,1,1,1,0,0
새우분말에스,1,1,1,1,0,0
조미새우분말,1,1,1,1,0,0
볶음새우분말,1,1,1,1,0,0
도화새우분말,1,1,1,1,0,0
새우분말,1,1,1,1,0,0
새우가루,1,1,1,1,0,0
건새우분말,1,1,1,1,0,0
자숙새우,1,1,1,1,0,0
새우오일,1,1,1,1,0,0
새우맛덴카츠시즈닝,1,1,1,1,0,0
새우추출분말엔엠,1,1,1,1,0,0
농축새우분말,1,1,1,1,0,0
새우씨즈닝,1,1,1,1,0,0
새우맛볼후레이크,1,1,1,1,0,0
밥새우,1,1,1,1,0,0
새우엑기스,1,1,1,1,0,0
새우펠렛,1,1,1,1,0,0
새우를,1,1,1,1,0,0
새우어묵,1,1,1,1,0,0
새우액젓,1,1,1,1,0,0
새우추출분말,1,1,1,1,0,0
새우분말에스,1,1,1,1,0,0
흰다리새우,1,1,1,1,0,0
새우젓쪽파,1,1,1,1,0,0
구운꽃새우우린육수,1,1,1,1,0,0
새우맛조미유,1,1,1,1,0,0
새우살어묵,1,1,1,1,0,0
건조새우,1,1,1,1,0,0
새우베이스,1,1,1,1,0,0
갈아만든광천토굴새우젓,1,1,1,1,0,0
조미새우분말,1,1,1,1,0,0
종가집새우액젓,1,1,1,1,0,0
새우풍미유,1,1,1,1,0,0
새우탕베이스,1,1,1,1,0,0
새우가루,1,1,1,1,0,0
새우조미분말,1,1,1,1,0,0
새우젓,1,1,1,1,0,0
새우함유,1,1,1,1,0,0
새우모양후레이크,1,1,1,1,0,0
새우엑기스분말,1,1,1,1,0,0
새우소금구이맛시즈닝,1,1,1,1,0,0
새우분,1,1,1,1,0,0
갈은냉동새우,1,1,1,1,0,0
진한새우액젓,1,1,1,1,0,0
꽃새우엑기스,1,1,1,1,0,0
새우추출농축액,1,1,1,1,0,0
홍새우,1,1,1,1,0,0
새우젓발효원액,1,1,1,1,0,0
새우탕맛베이스,1,1,1,1,0,0
새우조미시즈닝,1,1,1,1,0,0
깐풍새우맛시즈닝,1,1,1,1,0,0
새우엑기스분말엔엠,1,1,1,1,0,0
새우맛분말,1,1,1,1,0,0
볶음새우분말,1,1,1,1,0,0
새우농축액,1,1,1,1,0,0
생새우,1,1,1,1,0,0
새우추출물,1,1,1,1,0,0
새우분태분말,1,1,1,1,0,0
꽃새우시즈닝오일,1,1,1,1,0,0
도화새우분말,1,1,1,1,0,0
새우볶음밥용조미액,1,1,1,1,0,0
냉동홍새우,1,1,1,1,0,0
구운새우맛시느징,1,1,1,1,0,0
새우땅콩볼,1,1,1,1,0,0
염장새우,1,1,1,1,0,0
새우,1,1,1,1,0,0
새우추출물분말,1,1,1,1,0,0
새우마요맛씨즈닝,1,1,1,1,0,0
새우시즈닝분말,1,1,1,1,0,0
볶음새우,1,1,1,1,0,0
새우베이스분말,1,1,1,1,0,0
조미새우,1,1,1,1,0,0
참맛새우,1,1,1,1,0,0
진한새우엑기스,1,1,1,1,0,0
자맛새우짬뽕액상스프,1,1,1,1,0,0
새우분말,1,1,1,1,0,0
냉동새우,1,1,1,1,0,0
건조조미새우,1,1,1,1,0,0
솔솔새우,1,1,1,1,0,0
새우씨즈닝분말,1,1,1,1,0,0
새우크래커,1,1,1,1,0,0
새우맛시즈닝,1,1,1,1,0,0
수염새우,1,1,1,1,0,0
구운보리새우우린육수,1,1,1,1,0,0
새우조미액,1,1,1,1,0,0
새우맛볼,1,1,1,1,0,0
새우살,1,1,1,1,0,0
새우형맛살,1,1,1,1,0,0
건새우,1,1,1,1,0,0
흰다리새우살,1,1,1,1,0,0
새우밑국물,1,1,1,1,0,0
새우풍미분,1,1,1,1,0,0
새우젓분말,1,1,1,1,0,0
새우농축페이스트,1,1,1,1,0,0
볶음새우분말,1,1,1,1,0,0
볶음새우,1,1,1,1,0,0
쇠고기함유,1,1,1,1,1,1
우사골추출물,1,1,1,1,1,1
한우사골농축분말,1,1,1,1,1,1
한우사골육수,1,1,1,1,1,1
우사골엑기스,1,1,1,1,1,1
국산한우사골,1,1,1,1,1,1
한우사골도가니추출액,1,1,1,1,1,1
한우사골엑기스,1,1,1,1,1,1
한우사골,1,1,1,1,1,1
한우사골추출액,1,1,1,1,1,1
우사골,1,1,1,1,1,1
한우사골추출물,1,1,1,1,1,1
한우사골풍미분,1,1,1,1,1,1
한우사골추출농축액,1,1,1,1,1,1
한우사골농축액,1,1,1,1,1,1
한우사골뼈추출액,1,1,1,1,1,1
우류,1,1,1,1,1,1
우골엑기스,1,1,1,1,1,1
우골베이스분말,1,1,1,1,1,1
우골엑기스분말,1,1,1,1,1,1
우골베이스,1,1,1,1,1,1
