rawMtrl,allergy,isCrossReact,probablility
허니버터마카다미아,우유,false,null
배합땅콩버터,우유,false,null
허니버터맛시즈닝분말,우유,false,null
스위트버터분말,우유,false,null
무수버터오일,우유,false,null
유당코코아버터,우유,false,null
버터갈릭맛씨즈닝,우유,false,null
후라이드용버터믹스,우유,false,null
천연버터향,우유,false,null
버터구이오징어맛시즈닝,우유,false,null
미트플레이버터파우더,우유,false,null
버터페이스트,우유,false,null
혼합버터유,우유,false,null
버터밀크,우유,false,null
버터리치즈파우더,우유,false,null
허니버터딸기시즈닝,우유,false,null
화이트카카오버터,우유,false,null
크림버터분말,우유,false,null
국산버터,우유,false,null
정백당코코아버터,우유,false,null
허니버터호두,우유,false,null
버터갈릭씨즈닝,우유,false,null
버터블랜드,우유,false,null
버터분말,우유,false,null
고메버터,우유,false,null
버터갈릭시즈닝,우유,false,null
허니버터맛씨즈닝,우유,false,null
버터리치즈파우다,우유,false,null
버터혼합분말,우유,false,null
참깨버터분말,우유,false,null
달콤한버터맛씨즈닝,우유,false,null
허니버터피칸,우유,false,null
스키피땅콩버터크리미,우유,false,null
버터혼합분,우유,false,null
허니버터캐슈넛트,우유,false,null
버터시즈닝분말,우유,false,null
버터파우다,우유,false,null
버터스카치향베이스,우유,false,null
피넛버터,우유,false,null
로스트양파버터풍미유,우유,false,null
허니버터맛시즈닝에스와이,우유,false,null
크림버터,우유,false,null
땅콩버터,우유,false,null
리치버터분말,우유,false,null
허니버터소스,우유,false,null
크림버터혼합분,우유,false,null
땅콜버터,우유,false,null
버터그릴향,우유,false,null
허니맛버터씨즈닝,우유,false,null
버터구이맛시즈닝,우유,false,null
유기농고단백유청분말,우유,false,null
유기농탈염유청분말,우유,false,null
탈염유청분말농축유청단백,우유,false,null
가공유청분말제이,우유,false,null
호박씨유청분말,우유,false,null
탈염유청분말,우유,false,null
가공유청분말제아,우유,false,null
유청분말에스,우유,false,null
가공유청분말,우유,false,null
고단백유청분말,우유,false,null
유청분말,우유,false,null
유기농유청분말,우유,false,null
유청,우유,false,null
유청단백질,우유,false,null
유기농고단백유청분말,우유,false,null
수용성유청칼슘분말,우유,false,null
유청농축단백분말,우유,false,null
유청농축단백질,우유,false,null
유기농탈염유청분말,우유,false,null
탈염유청분말농축유청단백,우유,false,null
농축유청단백,우유,false,null
탈염유청혼합탈지분유,우유,false,null
가공유청분말제이,우유,false,null
유기농유청단백분말,우유,false,null
호박씨유청분말,우유,false,null
유청분리단백,우유,false,null
탈염유청퍼미에이트,우유,false,null
탈염유청분말,우유,false,null
유청칼슘,우유,false,null
유청분,우유,false,null
농축유청,우유,false,null
농유청단백,우유,false,null
가공유청분말제아,우유,false,null
분리유청단백,우유,false,null
산양유청단백,우유,false,null
유청분말에스,우유,false,null
가수분해유청단백질,우유,false,null
농축유청단백분말,우유,false,null
유청단백,우유,false,null
농축유청액,우유,false,null
농축유청단백질,우유,false,null
유청단백질채종유,우유,false,null
유청농축단백,우유,false,null
유청퍼메이트,우유,false,null
유청단백가수분해물,우유,false,null
분리유청단백분말,우유,false,null
가공유청분말,우유,false,null
고단백유청분말,우유,false,null
탈염유청,우유,false,null
유청부말,우유,false,null
가수분해유청단백,우유,false,null
유청단백농축분말,우유,false,null
유청원유,우유,false,null
유기농농축유청단백,우유,false,null
유청단백분말,우유,false,null
유청단백질분말,우유,false,null
유청분말,우유,false,null
초유농축유청단백,우유,false,null
유기농유청분말,우유,false,null
유당분해효소,우유,false,null
유당,우유,false,null
덱스트린유당,우유,false,null
유당코코아매스,우유,false,null
유당카제인나트륨,우유,false,null
유당분말,우유,false,null
유기농유당,우유,false,null
유당코코아버터,우유,false,null
유당혼합분말,우유,false,null
식물성유지유당유화제,우유,false,null
산양유당,우유,false,null
유당과즙분말,우유,false,null
밀키페이스트유당,우유,false,null
밀크초콜렛향분말,우유,false,null
밀크티크림,우유,false,null
밀크바닐라향,우유,false,null
밀크칼슘,우유,false,null
밀크크림,우유,false,null
밀크에멀죤,우유,false,null
밀크카라멜향,우유,false,null
티코밀크초코,우유,false,null
밀크향분말,우유,false,null
밀크오일,우유,false,null
밀크초코크림,우유,false,null
리얼밀크초콜릿,우유,false,null
코코넛밀크파우더,우유,false,null
바나나밀크향,우유,false,null
버터밀크분말,우유,false,null
밀크초코크럼,우유,false,null
코코넛밀크액,우유,false,null
유기농코코넛밀크,우유,false,null
허쉬밀크초콜릿칩,우유,false,null
밀크혼합분말,우유,false,null
밀크맛시럽,우유,false,null
후레쉬밀크향,우유,false,null
크럼밀크향,우유,false,null
코코넛밀크파우다,우유,false,null
버터바닐라밀크향,우유,false,null
브라운밀크분말,우유,false,null
밀크바나나맛씨즈닝,우유,false,null
가나디럭스밀크스위트,우유,false,null
밀크런치,우유,false,null
밀크롤링시트,우유,false,null
버터밀크,우유,false,null
밀크인핸서,우유,false,null
크림밀크분말,우유,false,null
밀크리피드,우유,false,null
밀크튜브,우유,false,null
밀크,우유,false,null
밀크바닐라분말향,우유,false,null
버터밀크파우더,우유,false,null
코코넛밀크,우유,false,null
밀크시즈닝,우유,false,null
밀크쨈,우유,false,null
논팻밀크,우유,false,null
밀크필링,우유,false,null
밀크혼합문말,우유,false,null
패밀리밀크초콜릿,우유,false,null
밀크크림향,우유,false,null
밀크향베이스,우유,false,null
밀크시슬추출액,우유,false,null
밀크쉐이크,우유,false,null
로우슈가밀크초콜릿,우유,false,null
밀크칼슘파우더,우유,false,null
밀크아이스크림향,우유,false,null
밀크크럼향,우유,false,null
밀크버드,우유,false,null
아이스밀크,우유,false,null
밀크씨추출물,우유,false,null
밀크퍼키에이트,우유,false,null
밀크향,우유,false,null
밀크베이스,우유,false,null
밀크맛분말,우유,false,null
퓨어밀크초콜릿청크,우유,false,null
밀크리스피,우유,false,null
크림밀크향,우유,false,null
밀크레진,우유,false,null
밀크카라멜,우유,false,null
밀크초콜릿,우유,false,null
밀크농축분말,우유,false,null
코코넛밀크분말,우유,false,null
허니밀크씨즈닝,우유,false,null
밀크테이스트분말향,우유,false,null
밀크크럼,우유,false,null
유당카제인나트륨,우유,false,null
카제인나트륨,우유,false,null
이황산류,null,0,null
아황산류함유식품,null,0,null
아황산류함유,null,0,null
아황산류,null,0,null
아황산나트륨함유,null,0,null
메타중아황산나트륨,null,0,null
차아황산나트륨,null,0,null
산성아황산나트륨,null,0,null
산선아황산나트륨,null,0,null
아황산나트륨,null,0,null
메타중아황산나트륨,null,0,null
무수아황산,null,0,null
산성아황산나트룸,null,0,null
아황산류,null,0,null
차아황산나트륨,null,0,null
산성아황산나트륨,null,0,null
산선아황산나트륨,null,0,null
메타중아황산칼륨,null,0,null
아황산나트륨,null,0,null
아산화황,null,0,null
산성아황산나트륨,null,0,null
이산화황함유,null,0,null
이산화황,null,0,null
잣향,잣,false,null
잣,잣,false,null
잣페이스트,잣,false,null
유기농잣,잣,false,null
조래규,null,0,null
조개류함유,null,0,null
조개류,null,0,null
조개루,null,0,null
조개관자액기스,null,0,null
조개야채엑기스,null,0,null
조개믹스분말엔엠,null,0,null
키조개,null,0,null
조개농축액베이스분말,null,0,null
대합조개농축액,null,0,null
조개엑기스분,null,0,null
키조개관자,null,0,null
조개엑기스분말,null,0,null
다시다조개,null,0,null
조개추출물,null,0,null
조개분말,null,0,null
조개,null,0,null
모시조개,null,0,null
조개관자엑기스,null,0,null
조개류,null,0,null
조개다시마엑기스,null,0,null
조개분해농축액,null,0,null
조개추출분말,null,0,null
조개밑국물,null,0,null
백합조개,null,0,null
조개칼슘,null,0,null
조개다시다,null,0,null
조개베이스분말,null,0,null
조개농축액,null,0,null
조개감칠맛분에스,null,0,null
개량조개,null,0,null
복합조개농축액,null,0,null
대합조개엑기스,null,0,null
조개추출물분말,null,0,null
조개엑기스,null,0,null
조개농축액분말,null,0,null
조개감칠맛분에이스,null,0,null
모시조개,null,0,null
꼬막엑기스,null,0,null
꼬막칼슘분말,null,0,null
꼬막,null,0,null
가리비추출물분말,null,0,null
가리비살,null,0,null
가리비,null,0,null
전복포함,null,0,null
전복굴농축액,null,0,null
전복죽용소스,null,0,null
전복엑기스,null,0,null
전복진육,null,0,null
전복,null,0,null
전복내장,null,0,null
전복굴엑기스,null,0,null
전복포함,null,0,null
전복죽육수,null,0,null
전복살,null,0,null
전복소스,null,0,null
전복굴농축액,null,0,null
굴추출농축액,null,0,null
굴껍질분말,null,0,null
토굴숙성된장,null,0,null
굴소스,null,0,null
굴소스면,null,0,null
굴소스타케이,null,0,null
굴지숙농축액,null,0,null
갈아만든광천토굴새우젓,null,0,null
둥굴레분말,null,0,null
굴육수,null,0,null
굴베이스,null,0,null
비셰프굴소스,null,0,null
남해굴농축액,null,0,null
바다향굴소스,null,0,null
프리미엄굴소스엔엠,null,0,null
굴탕자숙액분말,null,0,null
둥굴레,null,0,null
굴농축액,null,0,null
바다향가득굴소스,null,0,null
호유굴소스,null,0,null
대잎둥굴레,null,0,null
굴엑기스씨즈닝분말,null,0,null
팬더굴소스,null,0,null
굴소스엔엠,null,0,null
통영굴김,null,0,null
굴추출물,null,0,null
둥굴레근,null,0,null
둥굴래,null,0,null
백설남해굴소스,null,0,null
둥굴레믹스,null,0,null
굴엑기스,null,0,null
볶은둥굴레추출액,null,0,null
전복굴엑기스,null,0,null
굴엑기스분말,null,0,null
굴소스농축액,null,0,null
매운굴농축액,null,0,null
자맛통영굴짬뽕건강분말스프,null,0,null
자맛통영굴짬뽕후레이크,null,0,null
굴소스엔,null,0,null
오뚜기굴소스,null,0,null
굴분해액,null,0,null
굴,null,0,null
굴추출액,null,0,null
둥굴레차추출액,null,0,null
볶은둥굴레,null,0,null
굴추출물분말,null,0,null
바지락살,null,0,null
바지락베이스,null,0,null
바지락우린육수,null,0,null
바지락밑국물,null,0,null
바지락조미엑기스,null,0,null
바지락엑기스분말,null,0,null
바지락추출농축액,null,0,null
뽕잎바지락죽용양념,null,0,null
바지락엑기스,null,0,null
바지락추출물,null,0,null
바지락,null,0,null
바지락추출물분말,null,0,null
바지락농축액,null,0,null
바지락분해액,null,0,null
홍합엑기스,null,0,null
생홍합엑기스,null,0,null
홍합지미베이스분말,null,0,null
건홍합,null,0,null
홍합추출농축액,null,0,null
진한홍합가루,null,0,null
홍합농축액,null,0,null
홍합조미분말,null,0,null
홍합,null,0,null
홍합살,null,0,null
홍합짬뽕베이스,null,0,null
홍합농축분말,null,0,null
홍합조미추출물,null,0,null
홍합맛분말,null,0,null
홍합가루,null,0,null
홍합포함,null,0,null
홍합베이스분말,null,0,null
홍합분말,null,0,null
홍합볼,null,0,null
건조홍합,null,0,null
오징어조미분말홍합엑기스분말,null,0,null
홍합추출물,null,0,null
멸치홍합스톡,null,0,null
홍합조미분,null,0,null
홍합엑기스분말,null,0,null
볶은참깨가루,참깨,false,null
참깨향,참깨,false,null
볶음참깨분,참깨,false,null
참깨와김고명,참깨,false,null
볶음참깨,참깨,false,null
조미참깨용조미액,참깨,false,null
참깨강정,참깨,false,null
검정참깨페이스트,참깨,false,null
솔솔참깨,참깨,false,null
검은참깨,참깨,false,null
조미참깨,참깨,false,null
참깨분말,참깨,false,null
농가참깨가루,참깨,false,null
조미참깨용,참깨,false,null
참깨씨즈닝오일,참깨,false,null
볶음참깨분말,참깨,false,null
볶은참깨분말,참깨,false,null
참깨향기름,참깨,false,null
참깨추출유,참깨,false,null
볶은참깨,참깨,false,null
검은참깨페이스트,참깨,false,null
참깨가루,참깨,false,null
참맛참깨,참깨,false,null
농가볶은참깨,참깨,false,null
고소한참깨야채볶음,참깨,false,null
흑볶음참깨,참깨,false,null
볶음흑참깨,참깨,false,null
찹쌀풀참깨흑임자드레싱,참깨,false,null
참깨조미분말,참깨,false,null
국산참깨,참깨,false,null
볶음검은참깨,참깨,false,null
통참깨,참깨,false,null
참깨버터분말,참깨,false,null
옛날볶음참깨분말,참깨,false,null
유기농참깨,참깨,false,null
참깨,참깨,false,null
검정참깨,참깨,false,null
볶음참깨가루,참깨,false,null
탈지참깨분말,참깨,false,null
맛있는참깨야채볶음,참깨,false,null
볶은참깨분,참깨,false,null
토미토,토마토,false,null
토마투,토마토,false,null
토마토함유식품,토마토,false,null
토마토함유,토마토,false,null
토마토페이스트,토마토,false,null
유기농토마토페이스트,토마토,false,null
방울토마토페이스트,토마토,false,null
토마토페이스토,토마토,false,null
토마토케챂,토마토,false,null
토마토페이스트,토마토,false,null
토마토케첩,토마토,false,null
토마토캐찹,토마토,false,null
토마토케첩골드,토마토,false,null
건조토마토,토마토,false,null
토마토페잇트,토마토,false,null
부이토니토마토쿨리,토마토,false,null
토마토색소,토마토,false,null
토마토퓨레시럽,토마토,false,null
토마토통조림,토마토,false,null
토마토스파게티소스,토마토,false,null
토마토파우다,토마토,false,null
유기농토마토페이스트,토마토,false,null
토마토찹,토마토,false,null
토마토과즙,토마토,false,null
커리토마토소스,토마토,false,null
토마토크러쉬드,토마토,false,null
토마토소스,토마토,false,null
토마토함량,토마토,false,null
토마토페이스,토마토,false,null
토마토스파케티소스,토마토,false,null
방울토마토,토마토,false,null
토마토홀,토마토,false,null
필드프럼토마토,토마토,false,null
토마토로,토마토,false,null
토마토농축액,토마토,false,null
토마토향미유,토마토,false,null
토마토엔바질맛시즈닝,토마토,false,null
토마토캐챂,토마토,false,null
방울토마토페이스트,토마토,false,null
토마토스파게티소스분말,토마토,false,null
동결건조토마토스파게티,토마토,false,null
마르게리타다이스토마토,토마토,false,null
토마토캐첩,토마토,false,null
토마토스페이스,토마토,false,null
토마토가공품,토마토,false,null
콘센트레이티드크러쉬드토마토,토마토,false,null
맥앤토마토소스,토마토,false,null
토마토퓨레,토마토,false,null
토마토주스,토마토,false,null
토마틴,토마토,false,null
토마토페이스트함량은가용성고형분,토마토,false,null
토마토펄프,토마토,false,null
토마토쥬수,토마토,false,null
홀토마토,토마토,false,null
파인리찹토마토,토마토,false,null
유기농토마토파우더,토마토,false,null
토마토쥬스,토마토,false,null
볶음토마토분말,토마토,false,null
칠리토마토소스,토마토,false,null
다이스드토마토,토마토,false,null
토마토케찹,토마토,false,null
토마토농축퓨레,토마토,false,null
토마토레드,토마토,false,null
생가득토마토소스,토마토,false,null
홀필드토마토,토마토,false,null
벨오또콘센트레이티드크러쉬드토마토,토마토,false,null
토마토다이스,토마토,false,null
당근캐비지토마토소테,토마토,false,null
농축토마토,토마토,false,null
토마토향,토마토,false,null
상큼한토마토케찹,토마토,false,null
토마토스테이크소스,토마토,false,null
칠리토마토스파게티소스,토마토,false,null
토마토피자소스,토마토,false,null
토마토,토마토,false,null
크러시드토마토,토마토,false,null
토마토즙으로,토마토,false,null
동결건조토마토분말,토마토,false,null
크러쉬드토마토,토마토,false,null
토마토분말,토마토,false,null
토마토분,토마토,false,null
토마토케쳡,토마토,false,null
콜스그라운드토마토,토마토,false,null
자연드림상큼한토마토케찹,토마토,false,null
토마토쿨리,토마토,false,null
다이스토마토,토마토,false,null
토마토페이스토,토마토,false,null
토마토케챂,토마토,false,null
토마토페이스트,토마토,false,null
토마토케첩,토마토,false,null
토마토캐찹,토마토,false,null
토마토케첩골드,토마토,false,null
건조토마토,토마토,false,null
토마토페잇트,토마토,false,null
부이토니토마토쿨리,토마토,false,null
토마토색소,토마토,false,null
토마토퓨레시럽,토마토,false,null
토마토통조림,토마토,false,null
토마토스파게티소스,토마토,false,null
토마토파우다,토마토,false,null
유기농토마토페이스트,토마토,false,null
토마토찹,토마토,false,null
토마토과즙,토마토,false,null
커리토마토소스,토마토,false,null
토마토크러쉬드,토마토,false,null
토마토소스,토마토,false,null
토마토함량,토마토,false,null
토마토페이스,토마토,false,null
토마토스파케티소스,토마토,false,null
방울토마토,토마토,false,null
토마토홀,토마토,false,null
필드프럼토마토,토마토,false,null
토마토로,토마토,false,null
토마토농축액,토마토,false,null
토마토향미유,토마토,false,null
토마토엔바질맛시즈닝,토마토,false,null
토마토캐챂,토마토,false,null
방울토마토페이스트,토마토,false,null
토마토스파게티소스분말,토마토,false,null
동결건조토마토스파게티,토마토,false,null
마르게리타다이스토마토,토마토,false,null
토마토캐첩,토마토,false,null
토마토스페이스,토마토,false,null
토마토가공품,토마토,false,null
콘센트레이티드크러쉬드토마토,토마토,false,null
맥앤토마토소스,토마토,false,null
토마토퓨레,토마토,false,null
토마토주스,토마토,false,null
토마토페이스트함량은가용성고형분,토마토,false,null
토마토펄프,토마토,false,null
토마토쥬수,토마토,false,null
홀토마토,토마토,false,null
파인리찹토마토,토마토,false,null
유기농토마토파우더,토마토,false,null
토마토쥬스,토마토,false,null
볶음토마토분말,토마토,false,null
칠리토마토소스,토마토,false,null
다이스드토마토,토마토,false,null
토마토케찹,토마토,false,null
토마토농축퓨레,토마토,false,null
토마토레드,토마토,false,null
생가득토마토소스,토마토,false,null
홀필드토마토,토마토,false,null
벨오또콘센트레이티드크러쉬드토마토,토마토,false,null
토마토다이스,토마토,false,null
당근캐비지토마토소테,토마토,false,null
농축토마토,토마토,false,null
토마토향,토마토,false,null
상큼한토마토케찹,토마토,false,null
토마토스테이크소스,토마토,false,null
칠리토마토스파게티소스,토마토,false,null
토마토피자소스,토마토,false,null
토마토,토마토,false,null
크러시드토마토,토마토,false,null
토마토즙으로,토마토,false,null
동결건조토마토분말,토마토,false,null
크러쉬드토마토,토마토,false,null
토마토분말,토마토,false,null
토마토분,토마토,false,null
토마토케쳡,토마토,false,null
콜스그라운드토마토,토마토,false,null
자연드림상큼한토마토케찹,토마토,false,null
토마토쿨리,토마토,false,null
다이스토마토,토마토,false,null
토마도,토마토,false,null
헤이즐넛초코크림,헤이즐넛,true,호두
헤이즐넛페이스트,헤이즐넛,true,호두
천연헤이즐넛행,헤이즐넛,true,호두
헤이즐넛프랄린,헤이즐넛,true,호두
헤이즐넛분말,헤이즐넛,true,호두
헤이즐넛페이스트분말,헤이즐넛,true,호두
헤이즐넛액,헤이즐넛,true,호두
천연헤이즐넛향,헤이즐넛,true,호두
헤이즐넛,헤이즐넛,true,호두
구운헤이즐넛,헤이즐넛,true,호두
헤이즐넛향,헤이즐넛,true,호두
헤이즐넛초코시럽,헤이즐넛,true,호두
헤이즐넛스프레드위드코코아,헤이즐넛,true,호두
호두함유,호두,false,null
호두마른정과,호두,false,null
호두알갱이,호두,false,null
콩고물호두,호두,false,null
호두향,호두,false,null
호두,호두,false,null
호두혼합견과페이스트,호두,false,null
호두유,호두,false,null
호두이상국산,호두,false,null
당코팅호두분태,호두,false,null
호두분태,호두,false,null
호두살,호두,false,null
허니버터호두,호두,false,null
호두분,호두,false,null
호두향분말,호두,false,null
호두액,호두,false,null
호두페이스트,호두,false,null
호두분말,호두,false,null
호도,호두,false,null
키위그레이프식초,키위,false,null
키위시럽,키위,false,null
그린키위퓨레,키위,false,null
그린키위,키위,false,null
키위농축과실즙,키위,false,null
키위,키위,false,null
키위홀청크,키위,false,null
키위퓨레,키위,false,null
키위추출물,키위,false,null
냉동키위,키위,false,null
키위과즙분말,키위,false,null
천연키위향,키위,false,null
키위향,키위,false,null
키위맛,키위,false,null
골드키위농축퓨레,키위,false,null
키위농축액,키위,false,null
골든키위,키위,false,null
골드키위,키위,false,null
키위씨앗,키위,false,null
골드키위퓨레,키위,false,null
딸기키위혼합농축과즙,키위,false,null
키위가당퓨레,키위,false,null
키위농축과즙,키위,false,null
참존키위,키위,false,null
골드키위농축액,키위,false,null
키위즙,키위,false,null
키위엑키스,키위,false,null
키위퓨레시드인,키위,false,null
사과식초,사과,true,복숭아
발효사과농축액,사과,true,복숭아
친환경사과과즙,사과,true,복숭아
유기농사과농주스농축액,사과,true,복숭아
사과발효식초,사과,true,복숭아
사과퓌레,사과,true,복숭아
사과즙,사과,true,복숭아
내열성사과필링,사과,true,복숭아
가당사과다이스,사과,true,복숭아
청사과색소,사과,true,복숭아
사과퓨레잼,사과,true,복숭아
사과즙분말,사과,true,복숭아
국내산사과농축과즙,사과,true,복숭아
사과칩,사과,true,복숭아
천얀사과향,사과,true,복숭아
사과쥬스,사과,true,복숭아
사과다이스잼,사과,true,복숭아
동결건조생생사과,사과,true,복숭아
유기농사과퓨레,사과,true,복숭아
동결건조사과분말,사과,true,복숭아
사과분말향,사과,true,복숭아
생사과,사과,true,복숭아
사과농충액,사과,true,복숭아
사과농축과즙,사과,true,복숭아
사과농축액,사과,true,복숭아
유기농사과농축과즙,사과,true,복숭아
사과과즙으로,사과,true,복숭아
사과식초농축사과즙,사과,true,복숭아
사과후레바,사과,true,복숭아
사과농축액크리어,사과,true,복숭아
사과시즈닝분말,사과,true,복숭아
사과향분말,사과,true,복숭아
사과농축과실즙,사과,true,복숭아
유기농사과즙,사과,true,복숭아
사과과즙,사과,true,복숭아
사과분,사과,true,복숭아
코팅사과산,사과,true,복숭아
청사과레진,사과,true,복숭아
새콤달콤사과소스,사과,true,복숭아
당근사과즙,사과,true,복숭아
현미사과식초,사과,true,복숭아
사과향,사과,true,복숭아
유기농사과농축액,사과,true,복숭아
유기사과,사과,true,복숭아
사과혼탁농축과즙,사과,true,복숭아
천연사과농축과즙,사과,true,복숭아
발효사과분말,사과,true,복숭아
사과퓨레,사과,true,복숭아
저농약사과,사과,true,복숭아
동결건조사과,사과,true,복숭아
사과다이스,사과,true,복숭아
사과로,사과,true,복숭아
동결건조사과가루,사과,true,복숭아
사과청정농축액,사과,true,복숭아
천연사과향,사과,true,복숭아
사과과실즙으로,사과,true,복숭아
사과착즙액,사과,true,복숭아
사과청정,사과,true,복숭아
사과,사과,true,복숭아
사과농축과즙액,사과,true,복숭아
사과과즙농축액,사과,true,복숭아
사과산,사과,true,복숭아
사과맛,사과,true,복숭아
당적사과다이스,사과,true,복숭아
사과페이스트,사과,true,복숭아
사과혼탁쥬스,사과,true,복숭아
사과냉동다이스,사과,true,복숭아
사과에센스,사과,true,복숭아
농축사과즙,사과,true,복숭아
사과쨈,사과,true,복숭아
사과다이스사과,사과,true,복숭아
사과혼합농축과즙,사과,true,복숭아
사과농축크라우디,사과,true,복숭아
사과잼,사과,true,복숭아
사과시럽,사과,true,복숭아
청사과농축액,사과,true,복숭아
사과후레이버,사과,true,복숭아
사과맛소스,사과,true,복숭아
사과추출물,사과,true,복숭아
사과농축엑기스,사과,true,복숭아
유기농골든사과농축과즙,사과,true,복숭아
유리농골든사과주스농축액,사과,true,복숭아
사과배소불고기양념,사과,true,복숭아
농축사과과즙액,사과,true,복숭아
환만사과식초,사과,true,복숭아
건조사과,사과,true,복숭아
사과맛필링,사과,true,복숭아
농축사과과즙,사과,true,복숭아
농축사과과실즙,사과,true,복숭아
사과농축분말,사과,true,복숭아
마늘사과식초,사과,true,복숭아
사과향혼합제제,사과,true,복숭아
가당사과,사과,true,복숭아
농죽사과즙,사과,true,복숭아
사과청징농축액,사과,true,복숭아
유기농사과쥬스농축액,사과,true,복숭아
사과과즙으로환원기준,사과,true,복숭아
유기농사과식초,사과,true,복숭아
사과올리고당믹스,사과,true,복숭아
사과분말,사과,true,복숭아
혼합사과농축액,사과,true,복숭아
사과즙식초,사과,true,복숭아
사과과즙분말,사과,true,복숭아
배퓨레배,배,true,복숭아
배퓌레,배,true,복숭아
배,배,true,복숭아
배엑기스,배,true,복숭아
유자와배,배,true,복숭아
유기농배농축액,배,true,복숭아
발효배농축액,배,true,복숭아
천연배향,배,true,복숭아
배과즙,배,true,복숭아
배칩,배,true,복숭아
배농축,배,true,복숭아
배농축과즙액,배,true,복숭아
배과즙으로,배,true,복숭아
배과즙농축액,배,true,복숭아
배농출액,배,true,복숭아
농축배쥬스,배,true,복숭아
배착즙액,배,true,복숭아
배즙,배,true,복숭아
배음료,배,true,복숭아
유기농배농축과즙,배,true,복숭아
배향,배,true,복숭아
배농축과즙,배,true,복숭아
배쥬스농축액,배,true,복숭아
자두과즙으로,체리,true,복숭아
자두맛,체리,true,복숭아
자두농축과즙,체리,true,복숭아
자두농축액,체리,true,복숭아
자두향,체리,true,복숭아
자두,체리,true,복숭아
자두농축과실즙,체리,true,복숭아
체리추출농축물분말,체리,true,복숭아
체리과즙농축액,체리,true,복숭아
체리레드,체리,true,복숭아
천연라즈베리체리향,체리,true,복숭아
건조체리,체리,true,복숭아
다크스위트체리농축분말,체리,true,복숭아
체리초코볼,체리,true,복숭아
디종체리스피릿,체리,true,복숭아
다크스위트체리베이스,체리,true,복숭아
체리농축액,체리,true,복숭아
체리맛,체리,true,복숭아
다크스위트체리농축과즙,체리,true,복숭아
마라시노레드체리,체리,true,복숭아
천연체리향,체리,true,복숭아
체리농축액분발,체리,true,복숭아
체리향,체리,true,복숭아
체리농축과즙,체리,true,복숭아
체리향분말,체리,true,복숭아
체리,체리,true,복숭아
체리농축퓨레,체리,true,복숭아
디중체리스피릿,체리,true,복숭아
체리향키베이스,체리,true,복숭아
다크스위트체리농축액,체리,true,복숭아
체리농축과실즙,체리,true,복숭아
체리시럽,체리,true,복숭아
체리너겟,체리,true,복숭아
딸기체리시럽,체리,true,복숭아
체리농축분말,체리,true,복숭아
자두과즙으로,자두,true,복숭아
자두맛,자두,true,복숭아
자두농축과즙,자두,true,복숭아
자두농축액,자두,true,복숭아
자두향,자두,true,복숭아
자두,자두,true,복숭아
자두농축과실즙,자두,true,복숭아
유기농보리쌀,보리,true,밀
보리혼합추출액,보리,true,밀
검정보리,보리,true,밀
보리가루,보리,true,밀
강황찰보리,보리,true,밀
보리풀,보리,true,밀
새싹보리,보리,true,밀
유기농보리추출액,보리,true,밀
볶음보리분,보리,true,밀
볶은보리분말,보리,true,밀
홍국찰보리,보리,true,밀
볶은겉보리,보리,true,밀
맥문동보리추출액배합성분비,보리,true,밀
무농약찰보리분말,보리,true,밀
통보리,보리,true,밀
검정보리쌀,보리,true,밀
발아겉보리,보리,true,밀
발아쌀보리,보리,true,밀
자수정찰보리쌀,보리,true,밀
볶음보리분말,보리,true,밀
유기농볶은보리,보리,true,밀
보리증류식소주원액,보리,true,밀
발아보리분말,보리,true,밀
구운보리새우우린육수,보리,true,밀
유기농보리가루,보리,true,밀
쌀보리분말,보리,true,밀
쌀보리,보리,true,밀
세이보리분말,보리,true,밀
볶은보리추출액,보리,true,밀
보리건빵,보리,true,밀
보리쌀,보리,true,밀
무농약새싹보리,보리,true,밀
검은콩보리밥,보리,true,밀
보리추출파우더,보리,true,밀
보리엿기름추출액,보리,true,밀
보리플레이크,보리,true,밀
찰보리가루,보리,true,밀
겉보리,보리,true,밀
보리분말,보리,true,밀
늘보리,보리,true,밀
유기농찰보리쌀,보리,true,밀
무농약보리분말,보리,true,밀
보리추출분말,보리,true,밀
보리추출액,보리,true,밀
검정콩보리밥,보리,true,밀
깨보리가루,보리,true,밀
압착보리,보리,true,밀
보리,보리,true,밀
로스트세이보리엑기스,보리,true,밀
찐보리,보리,true,밀
국산보리,보리,true,밀
보리당근농축액,보리,true,밀
무농약찰보리,보리,true,밀
동결건조보리분말,보리,true,밀
발아보리,보리,true,밀
겉보리엿기름,보리,true,밀
보리싹,보리,true,밀
무농약보리,보리,true,밀
보리엿기름,보리,true,밀
유기농보리현미추출액,보리,true,밀
보리농축액,보리,true,밀
보리증류식소주원맥,보리,true,밀
뮤슬리보리,보리,true,밀
찰보리,보리,true,밀
보리추출농축액,보리,true,밀
유기농보리,보리,true,밀
보리분,보리,true,밀
보리어린잎분말,보리,true,밀
보리맥아추출물,보리,true,밀
유기통찰보리쌀,보리,true,밀
유기농발아찰보리,보리,true,밀
통보리분말,보리,true,밀
조미보리멸,보리,true,밀
볶은보리,보리,true,밀
